Index,True_Label,Label_Text
0,0,NORMAL
1,1,FRAUD
2,1,FRAUD
3,0,NORMAL
4,1,FRAUD
5,1,FRAUD
6,0,NORMAL
7,1,FRAUD
8,1,FRAUD
9,0,NORMAL
10,1,FRAUD
11,1,FRAUD
12,1,FRAUD
13,0,NORMAL
14,0,NORMAL
15,1,FRAUD
16,1,FRAUD
17,0,NORMAL
18,1,FRAUD
19,0,NORMAL
20,0,NORMAL
21,1,FRAUD
22,1,FRAUD
23,0,NORMAL
24,1,FRAUD
25,0,NORMAL
26,1,FRAUD
27,1,FRAUD
28,1,FRAUD
29,1,FRAUD
30,0,NORMAL
31,1,FRAUD
32,0,NORMAL
33,1,FRAUD
34,1,FRAUD
35,0,NORMAL
36,0,NORMAL
37,1,FRAUD
38,0,NORMAL
39,0,NORMAL
40,1,FRAUD
41,0,NORMAL
42,0,NORMAL
43,1,FRAUD
44,1,FRAUD
45,0,NORMAL
46,1,FRAUD
47,1,FRAUD
48,0,NORMAL
49,0,NORMAL
50,0,NORMAL
51,1,FRAUD
52,1,FRAUD
53,0,NORMAL
54,1,FRAUD
55,0,NORMAL
56,1,FRAUD
57,0,NORMAL
58,1,FRAUD
59,0,NORMAL
60,0,NORMAL
61,0,NORMAL
62,1,FRAUD
63,1,FRAUD
64,0,NORMAL
65,1,FRAUD
66,0,NORMAL
67,1,FRAUD
68,1,FRAUD
69,1,FRAUD
70,0,NORMAL
71,0,NORMAL
72,0,NORMAL
73,1,FRAUD
74,1,FRAUD
75,1,FRAUD
76,1,FRAUD
77,0,NORMAL
78,0,NORMAL
79,0,NORMAL
80,1,FRAUD
81,0,NORMAL
82,1,FRAUD
83,0,NORMAL
84,0,NORMAL
85,1,FRAUD
86,1,FRAUD
87,1,FRAUD
88,1,FRAUD
89,1,FRAUD
90,0,NORMAL
91,1,FRAUD
92,1,FRAUD
93,0,NORMAL
94,0,NORMAL
95,0,NORMAL
96,0,NORMAL
97,1,FRAUD
98,0,NORMAL
99,1,FRAUD
100,0,NORMAL
101,1,FRAUD
102,1,FRAUD
103,1,FRAUD
104,1,FRAUD
105,0,NORMAL
106,1,FRAUD
107,1,FRAUD
108,0,NORMAL
109,0,NORMAL
110,1,FRAUD
111,1,FRAUD
112,1,FRAUD
113,1,FRAUD
114,1,FRAUD
115,0,NORMAL
116,0,NORMAL
117,0,NORMAL
118,1,FRAUD
119,1,FRAUD
120,0,NORMAL
121,1,FRAUD
122,0,NORMAL
123,0,NORMAL
124,1,FRAUD
125,1,FRAUD
126,0,NORMAL
127,0,NORMAL
128,1,FRAUD
129,1,FRAUD
130,1,FRAUD
131,1,FRAUD
132,0,NORMAL
133,0,NORMAL
134,0,NORMAL
135,1,FRAUD
136,0,NORMAL
137,0,NORMAL
138,1,FRAUD
139,0,NORMAL
140,1,FRAUD
141,0,NORMAL
142,0,NORMAL
143,1,FRAUD
144,1,FRAUD
145,0,NORMAL
146,0,NORMAL
147,0,NORMAL
148,0,NORMAL
149,1,FRAUD
150,0,NORMAL
151,0,NORMAL
152,0,NORMAL
153,1,FRAUD
154,0,NORMAL
155,0,NORMAL
156,1,FRAUD
157,1,FRAUD
158,1,FRAUD
159,1,FRAUD
160,0,NORMAL
161,1,FRAUD
162,0,NORMAL
163,1,FRAUD
164,1,FRAUD
165,1,FRAUD
166,0,NORMAL
167,1,FRAUD
168,0,NORMAL
169,0,NORMAL
170,1,FRAUD
171,1,FRAUD
172,1,FRAUD
173,1,FRAUD
174,1,FRAUD
175,0,NORMAL
176,1,FRAUD
177,0,NORMAL
178,1,FRAUD
179,1,FRAUD
180,0,NORMAL
181,1,FRAUD
182,1,FRAUD
183,0,NORMAL
184,0,NORMAL
185,0,NORMAL
186,0,NORMAL
187,0,NORMAL
188,0,NORMAL
189,1,FRAUD
190,0,NORMAL
191,0,NORMAL
192,1,FRAUD
193,1,FRAUD
194,0,NORMAL
195,1,FRAUD
196,1,FRAUD
197,1,FRAUD
198,0,NORMAL
199,0,NORMAL
200,0,NORMAL
201,0,NORMAL
202,1,FRAUD
203,1,FRAUD
204,0,NORMAL
205,1,FRAUD
206,1,FRAUD
207,1,FRAUD
208,0,NORMAL
209,1,FRAUD
210,1,FRAUD
211,1,FRAUD
212,1,FRAUD
213,0,NORMAL
214,1,FRAUD
215,1,FRAUD
216,0,NORMAL
217,1,FRAUD
218,0,NORMAL
219,0,NORMAL
220,0,NORMAL
221,1,FRAUD
222,0,NORMAL
223,0,NORMAL
224,0,NORMAL
225,1,FRAUD
226,1,FRAUD
227,1,FRAUD
228,1,FRAUD
229,1,FRAUD
230,1,FRAUD
231,0,NORMAL
232,0,NORMAL
233,1,FRAUD
234,1,FRAUD
235,1,FRAUD
236,1,FRAUD
237,0,NORMAL
238,0,NORMAL
239,1,FRAUD
240,1,FRAUD
241,0,NORMAL
242,1,FRAUD
243,0,NORMAL
244,1,FRAUD
245,1,FRAUD
246,1,FRAUD
247,0,NORMAL
248,0,NORMAL
249,1,FRAUD
250,0,NORMAL
251,0,NORMAL
252,0,NORMAL
253,1,FRAUD
254,0,NORMAL
255,0,NORMAL
256,0,NORMAL
257,1,FRAUD
258,1,FRAUD
259,0,NORMAL
260,0,NORMAL
261,1,FRAUD
262,1,FRAUD
263,0,NORMAL
264,1,FRAUD
265,0,NORMAL
266,1,FRAUD
267,1,FRAUD
268,1,FRAUD
269,0,NORMAL
270,1,FRAUD
271,1,FRAUD
272,0,NORMAL
273,1,FRAUD
274,0,NORMAL
275,1,FRAUD
276,0,NORMAL
277,1,FRAUD
278,0,NORMAL
279,0,NORMAL
280,0,NORMAL
281,1,FRAUD
282,0,NORMAL
283,1,FRAUD
284,0,NORMAL
285,1,FRAUD
286,0,NORMAL
287,0,NORMAL
288,0,NORMAL
289,0,NORMAL
290,1,FRAUD
291,1,FRAUD
292,0,NORMAL
293,1,FRAUD
294,1,FRAUD
295,0,NORMAL
296,0,NORMAL
297,1,FRAUD
298,1,FRAUD
299,0,NORMAL
300,1,FRAUD
301,0,NORMAL
302,0,NORMAL
303,1,FRAUD
304,0,NORMAL
305,0,NORMAL
306,1,FRAUD
307,1,FRAUD
308,1,FRAUD
309,0,NORMAL
310,0,NORMAL
311,1,FRAUD
312,0,NORMAL
313,1,FRAUD
314,0,NORMAL
315,1,FRAUD
316,1,FRAUD
317,1,FRAUD
318,0,NORMAL
319,0,NORMAL
320,0,NORMAL
321,1,FRAUD
322,0,NORMAL
323,0,NORMAL
324,0,NORMAL
325,0,NORMAL
326,1,FRAUD
327,0,NORMAL
328,0,NORMAL
329,1,FRAUD
330,0,NORMAL
331,1,FRAUD
332,1,FRAUD
333,0,NORMAL
334,1,FRAUD
335,1,FRAUD
336,1,FRAUD
337,0,NORMAL
338,1,FRAUD
339,0,NORMAL
340,1,FRAUD
341,1,FRAUD
342,1,FRAUD
343,0,NORMAL
344,1,FRAUD
345,1,FRAUD
346,1,FRAUD
347,1,FRAUD
348,1,FRAUD
349,0,NORMAL
350,0,NORMAL
351,0,NORMAL
352,1,FRAUD
353,0,NORMAL
354,0,NORMAL
355,0,NORMAL
356,0,NORMAL
357,1,FRAUD
358,0,NORMAL
359,1,FRAUD
360,0,NORMAL
361,1,FRAUD
362,0,NORMAL
363,0,NORMAL
364,0,NORMAL
365,0,NORMAL
366,0,NORMAL
367,1,FRAUD
368,1,FRAUD
369,0,NORMAL
370,0,NORMAL
371,0,NORMAL
372,0,NORMAL
373,0,NORMAL
374,0,NORMAL
375,1,FRAUD
376,1,FRAUD
377,1,FRAUD
378,1,FRAUD
379,0,NORMAL
380,0,NORMAL
381,0,NORMAL
382,1,FRAUD
383,1,FRAUD
384,1,FRAUD
385,0,NORMAL
386,0,NORMAL
387,1,FRAUD
388,1,FRAUD
389,0,NORMAL
390,0,NORMAL
391,0,NORMAL
392,1,FRAUD
393,0,NORMAL
394,0,NORMAL
395,0,NORMAL
396,0,NORMAL
397,1,FRAUD
398,0,NORMAL
399,1,FRAUD
400,1,FRAUD
401,0,NORMAL
402,1,FRAUD
403,0,NORMAL
404,0,NORMAL
405,1,FRAUD
406,1,FRAUD
407,0,NORMAL
408,0,NORMAL
409,1,FRAUD
410,0,NORMAL
411,1,FRAUD
412,0,NORMAL
413,0,NORMAL
414,0,NORMAL
415,0,NORMAL
416,1,FRAUD
417,1,FRAUD
418,1,FRAUD
419,1,FRAUD
420,0,NORMAL
421,0,NORMAL
422,0,NORMAL
423,1,FRAUD
424,1,FRAUD
425,0,NORMAL
426,0,NORMAL
427,1,FRAUD
428,1,FRAUD
429,1,FRAUD
430,1,FRAUD
431,0,NORMAL
432,0,NORMAL
433,0,NORMAL
434,0,NORMAL
435,0,NORMAL
436,1,FRAUD
437,0,NORMAL
438,1,FRAUD
439,1,FRAUD
440,0,NORMAL
441,1,FRAUD
442,1,FRAUD
443,0,NORMAL
444,0,NORMAL
445,0,NORMAL
446,0,NORMAL
447,1,FRAUD
448,1,FRAUD
449,0,NORMAL
450,0,NORMAL
451,1,FRAUD
452,1,FRAUD
453,1,FRAUD
454,1,FRAUD
455,1,FRAUD
456,1,FRAUD
457,0,NORMAL
458,0,NORMAL
459,1,FRAUD
460,1,FRAUD
461,1,FRAUD
462,0,NORMAL
463,1,FRAUD
464,0,NORMAL
465,0,NORMAL
466,0,NORMAL
467,1,FRAUD
468,0,NORMAL
469,0,NORMAL
470,0,NORMAL
471,1,FRAUD
472,0,NORMAL
473,0,NORMAL
474,1,FRAUD
475,1,FRAUD
476,1,FRAUD
477,0,NORMAL
478,1,FRAUD
479,1,FRAUD
480,1,FRAUD
481,1,FRAUD
482,0,NORMAL
483,0,NORMAL
484,0,NORMAL
485,0,NORMAL
486,0,NORMAL
487,1,FRAUD
488,1,FRAUD
489,1,FRAUD
490,1,FRAUD
491,0,NORMAL
492,0,NORMAL
493,1,FRAUD
494,1,FRAUD
495,0,NORMAL
496,0,NORMAL
497,0,NORMAL
498,0,NORMAL
499,0,NORMAL
500,0,NORMAL
501,1,FRAUD
502,0,NORMAL
503,0,NORMAL
504,0,NORMAL
505,0,NORMAL
506,0,NORMAL
507,0,NORMAL
508,0,NORMAL
509,1,FRAUD
510,1,FRAUD
511,0,NORMAL
512,0,NORMAL
513,0,NORMAL
514,0,NORMAL
515,1,FRAUD
516,0,NORMAL
517,1,FRAUD
518,1,FRAUD
519,1,FRAUD
520,0,NORMAL
521,0,NORMAL
522,0,NORMAL
523,1,FRAUD
524,1,FRAUD
525,0,NORMAL
526,1,FRAUD
527,0,NORMAL
528,0,NORMAL
529,0,NORMAL
530,0,NORMAL
531,0,NORMAL
532,1,FRAUD
533,1,FRAUD
534,0,NORMAL
535,0,NORMAL
536,1,FRAUD
537,1,FRAUD
538,0,NORMAL
539,0,NORMAL
540,0,NORMAL
541,1,FRAUD
542,0,NORMAL
543,0,NORMAL
544,1,FRAUD
545,1,FRAUD
546,1,FRAUD
547,1,FRAUD
548,1,FRAUD
549,1,FRAUD
550,1,FRAUD
551,0,NORMAL
552,1,FRAUD
553,0,NORMAL
554,0,NORMAL
555,1,FRAUD
556,0,NORMAL
557,1,FRAUD
558,1,FRAUD
559,1,FRAUD
560,1,FRAUD
561,0,NORMAL
562,1,FRAUD
563,0,NORMAL
564,1,FRAUD
565,1,FRAUD
566,0,NORMAL
567,0,NORMAL
568,1,FRAUD
569,1,FRAUD
570,0,NORMAL
571,0,NORMAL
572,1,FRAUD
573,1,FRAUD
574,1,FRAUD
575,1,FRAUD
576,0,NORMAL
577,0,NORMAL
578,1,FRAUD
579,0,NORMAL
580,1,FRAUD
581,1,FRAUD
582,0,NORMAL
583,1,FRAUD
584,0,NORMAL
585,1,FRAUD
586,1,FRAUD
587,0,NORMAL
588,1,FRAUD
589,0,NORMAL
590,1,FRAUD
591,1,FRAUD
592,1,FRAUD
593,0,NORMAL
594,1,FRAUD
595,1,FRAUD
596,0,NORMAL
597,1,FRAUD
598,0,NORMAL
599,0,NORMAL
600,0,NORMAL
601,1,FRAUD
602,0,NORMAL
603,0,NORMAL
604,1,FRAUD
605,0,NORMAL
606,1,FRAUD
607,1,FRAUD
608,0,NORMAL
609,0,NORMAL
610,0,NORMAL
611,0,NORMAL
612,1,FRAUD
613,0,NORMAL
614,0,NORMAL
615,1,FRAUD
616,0,NORMAL
617,0,NORMAL
618,0,NORMAL
619,0,NORMAL
620,0,NORMAL
621,1,FRAUD
622,1,FRAUD
623,1,FRAUD
624,1,FRAUD
625,1,FRAUD
626,1,FRAUD
627,1,FRAUD
628,0,NORMAL
629,0,NORMAL
630,0,NORMAL
631,0,NORMAL
632,0,NORMAL
633,0,NORMAL
634,1,FRAUD
635,1,FRAUD
636,1,FRAUD
637,1,FRAUD
638,1,FRAUD
639,0,NORMAL
640,0,NORMAL
641,0,NORMAL
642,0,NORMAL
643,0,NORMAL
644,1,FRAUD
645,1,FRAUD
646,0,NORMAL
647,1,FRAUD
648,1,FRAUD
649,0,NORMAL
650,0,NORMAL
651,1,FRAUD
652,0,NORMAL
653,0,NORMAL
654,1,FRAUD
655,0,NORMAL
656,0,NORMAL
657,0,NORMAL
658,1,FRAUD
659,1,FRAUD
660,0,NORMAL
661,1,FRAUD
662,0,NORMAL
663,1,FRAUD
664,1,FRAUD
665,0,NORMAL
666,0,NORMAL
667,0,NORMAL
668,1,FRAUD
669,0,NORMAL
670,1,FRAUD
671,1,FRAUD
672,0,NORMAL
673,1,FRAUD
674,0,NORMAL
675,1,FRAUD
676,1,FRAUD
677,0,NORMAL
678,1,FRAUD
679,0,NORMAL
680,0,NORMAL
681,1,FRAUD
682,1,FRAUD
683,1,FRAUD
684,1,FRAUD
685,1,FRAUD
686,0,NORMAL
687,0,NORMAL
688,1,FRAUD
689,1,FRAUD
690,1,FRAUD
691,0,NORMAL
692,0,NORMAL
693,0,NORMAL
694,1,FRAUD
695,1,FRAUD
696,0,NORMAL
697,0,NORMAL
698,0,NORMAL
699,1,FRAUD
700,1,FRAUD
701,1,FRAUD
702,0,NORMAL
703,1,FRAUD
704,0,NORMAL
705,1,FRAUD
706,1,FRAUD
707,0,NORMAL
708,1,FRAUD
709,0,NORMAL
710,0,NORMAL
711,0,NORMAL
712,0,NORMAL
713,1,FRAUD
714,1,FRAUD
715,0,NORMAL
716,0,NORMAL
717,0,NORMAL
718,1,FRAUD
719,0,NORMAL
720,0,NORMAL
721,0,NORMAL
722,0,NORMAL
723,0,NORMAL
724,1,FRAUD
725,0,NORMAL
726,0,NORMAL
727,0,NORMAL
728,1,FRAUD
729,0,NORMAL
730,0,NORMAL
731,1,FRAUD
732,1,FRAUD
733,0,NORMAL
734,0,NORMAL
735,0,NORMAL
736,0,NORMAL
737,0,NORMAL
738,1,FRAUD
739,1,FRAUD
740,0,NORMAL
741,1,FRAUD
742,0,NORMAL
743,0,NORMAL
744,0,NORMAL
745,1,FRAUD
746,1,FRAUD
747,0,NORMAL
748,1,FRAUD
749,0,NORMAL
750,1,FRAUD
751,1,FRAUD
752,0,NORMAL
753,0,NORMAL
754,0,NORMAL
755,0,NORMAL
756,0,NORMAL
757,0,NORMAL
758,1,FRAUD
759,0,NORMAL
760,0,NORMAL
761,1,FRAUD
762,1,FRAUD
763,1,FRAUD
764,0,NORMAL
765,1,FRAUD
766,1,FRAUD
767,1,FRAUD
768,0,NORMAL
769,0,NORMAL
770,0,NORMAL
771,1,FRAUD
772,1,FRAUD
773,1,FRAUD
774,1,FRAUD
775,0,NORMAL
776,1,FRAUD
777,0,NORMAL
778,1,FRAUD
779,0,NORMAL
780,1,FRAUD
781,0,NORMAL
782,1,FRAUD
783,0,NORMAL
784,1,FRAUD
785,0,NORMAL
786,0,NORMAL
787,0,NORMAL
788,0,NORMAL
789,0,NORMAL
790,1,FRAUD
791,0,NORMAL
792,0,NORMAL
793,0,NORMAL
794,1,FRAUD
795,0,NORMAL
796,1,FRAUD
797,0,NORMAL
798,1,FRAUD
799,1,FRAUD
800,1,FRAUD
801,1,FRAUD
802,0,NORMAL
803,0,NORMAL
804,0,NORMAL
805,0,NORMAL
806,0,NORMAL
807,1,FRAUD
808,1,FRAUD
809,0,NORMAL
810,0,NORMAL
811,1,FRAUD
812,1,FRAUD
813,1,FRAUD
814,1,FRAUD
815,0,NORMAL
816,0,NORMAL
817,1,FRAUD
818,1,FRAUD
819,0,NORMAL
820,1,FRAUD
821,1,FRAUD
822,1,FRAUD
823,0,NORMAL
824,0,NORMAL
825,0,NORMAL
826,0,NORMAL
827,0,NORMAL
828,0,NORMAL
829,1,FRAUD
830,0,NORMAL
831,0,NORMAL
832,0,NORMAL
833,1,FRAUD
834,1,FRAUD
835,1,FRAUD
836,0,NORMAL
837,1,FRAUD
838,1,FRAUD
839,0,NORMAL
840,1,FRAUD
841,1,FRAUD
842,1,FRAUD
843,1,FRAUD
844,0,NORMAL
845,1,FRAUD
846,0,NORMAL
847,0,NORMAL
848,1,FRAUD
849,0,NORMAL
850,0,NORMAL
851,1,FRAUD
852,0,NORMAL
853,1,FRAUD
854,0,NORMAL
855,0,NORMAL
856,1,FRAUD
857,1,FRAUD
858,1,FRAUD
859,0,NORMAL
860,1,FRAUD
861,0,NORMAL
862,0,NORMAL
863,0,NORMAL
864,1,FRAUD
865,0,NORMAL
866,1,FRAUD
867,1,FRAUD
868,1,FRAUD
869,1,FRAUD
870,0,NORMAL
871,0,NORMAL
872,0,NORMAL
873,1,FRAUD
874,1,FRAUD
875,1,FRAUD
876,1,FRAUD
877,1,FRAUD
878,1,FRAUD
879,1,FRAUD
880,0,NORMAL
881,0,NORMAL
882,1,FRAUD
883,0,NORMAL
884,0,NORMAL
885,1,FRAUD
886,1,FRAUD
887,0,NORMAL
888,1,FRAUD
889,1,FRAUD
890,1,FRAUD
891,0,NORMAL
892,0,NORMAL
893,0,NORMAL
894,0,NORMAL
895,0,NORMAL
896,0,NORMAL
897,1,FRAUD
898,0,NORMAL
899,0,NORMAL
900,1,FRAUD
901,1,FRAUD
902,0,NORMAL
903,0,NORMAL
904,0,NORMAL
905,1,FRAUD
906,0,NORMAL
907,0,NORMAL
908,0,NORMAL
909,1,FRAUD
910,0,NORMAL
911,0,NORMAL
912,0,NORMAL
913,0,NORMAL
914,1,FRAUD
915,1,FRAUD
916,1,FRAUD
917,0,NORMAL
918,1,FRAUD
919,0,NORMAL
920,0,NORMAL
921,0,NORMAL
922,1,FRAUD
923,0,NORMAL
924,1,FRAUD
925,1,FRAUD
926,0,NORMAL
927,0,NORMAL
928,1,FRAUD
929,1,FRAUD
930,0,NORMAL
931,0,NORMAL
932,0,NORMAL
933,1,FRAUD
934,1,FRAUD
935,0,NORMAL
936,0,NORMAL
937,0,NORMAL
938,0,NORMAL
939,0,NORMAL
940,0,NORMAL
941,1,FRAUD
942,0,NORMAL
943,0,NORMAL
944,0,NORMAL
945,0,NORMAL
946,1,FRAUD
947,0,NORMAL
948,0,NORMAL
949,0,NORMAL
950,0,NORMAL
951,0,NORMAL
952,0,NORMAL
953,1,FRAUD
954,0,NORMAL
955,1,FRAUD
956,0,NORMAL
957,0,NORMAL
958,0,NORMAL
959,0,NORMAL
960,0,NORMAL
961,0,NORMAL
962,0,NORMAL
963,1,FRAUD
964,0,NORMAL
965,0,NORMAL
966,0,NORMAL
967,1,FRAUD
968,0,NORMAL
969,0,NORMAL
970,1,FRAUD
971,0,NORMAL
972,1,FRAUD
973,0,NORMAL
974,0,NORMAL
975,1,FRAUD
976,0,NORMAL
977,0,NORMAL
978,0,NORMAL
979,0,NORMAL
980,1,FRAUD
981,1,FRAUD
982,1,FRAUD
983,1,FRAUD
984,0,NORMAL
985,0,NORMAL
986,0,NORMAL
987,0,NORMAL
988,0,NORMAL
989,1,FRAUD
990,1,FRAUD
991,0,NORMAL
992,0,NORMAL
993,0,NORMAL
994,0,NORMAL
995,1,FRAUD
996,1,FRAUD
997,1,FRAUD
998,1,FRAUD
999,0,NORMAL
1000,1,FRAUD
1001,1,FRAUD
1002,1,FRAUD
1003,1,FRAUD
1004,1,FRAUD
1005,1,FRAUD
1006,0,NORMAL
1007,0,NORMAL
1008,1,FRAUD
1009,0,NORMAL
1010,0,NORMAL
1011,1,FRAUD
1012,1,FRAUD
1013,0,NORMAL
1014,0,NORMAL
1015,0,NORMAL
1016,0,NORMAL
1017,0,NORMAL
1018,0,NORMAL
1019,1,FRAUD
1020,1,FRAUD
1021,0,NORMAL
1022,1,FRAUD
1023,0,NORMAL
1024,1,FRAUD
1025,0,NORMAL
1026,1,FRAUD
1027,1,FRAUD
1028,0,NORMAL
1029,0,NORMAL
1030,0,NORMAL
1031,0,NORMAL
1032,0,NORMAL
1033,1,FRAUD
1034,1,FRAUD
1035,0,NORMAL
1036,1,FRAUD
1037,0,NORMAL
1038,1,FRAUD
1039,0,NORMAL
1040,0,NORMAL
1041,1,FRAUD
1042,1,FRAUD
1043,0,NORMAL
1044,1,FRAUD
1045,1,FRAUD
1046,1,FRAUD
1047,1,FRAUD
1048,1,FRAUD
1049,0,NORMAL
1050,0,NORMAL
1051,1,FRAUD
1052,1,FRAUD
1053,0,NORMAL
1054,0,NORMAL
1055,0,NORMAL
1056,0,NORMAL
1057,1,FRAUD
1058,1,FRAUD
1059,0,NORMAL
1060,0,NORMAL
1061,1,FRAUD
1062,0,NORMAL
1063,1,FRAUD
1064,1,FRAUD
1065,0,NORMAL
1066,1,FRAUD
1067,0,NORMAL
1068,1,FRAUD
1069,1,FRAUD
1070,0,NORMAL
1071,0,NORMAL
1072,1,FRAUD
1073,1,FRAUD
1074,0,NORMAL
1075,1,FRAUD
1076,1,FRAUD
1077,1,FRAUD
1078,1,FRAUD
1079,1,FRAUD
1080,0,NORMAL
1081,1,FRAUD
1082,0,NORMAL
1083,0,NORMAL
1084,1,FRAUD
1085,1,FRAUD
1086,0,NORMAL
1087,0,NORMAL
1088,1,FRAUD
1089,0,NORMAL
1090,0,NORMAL
1091,0,NORMAL
1092,1,FRAUD
1093,0,NORMAL
1094,0,NORMAL
1095,1,FRAUD
1096,1,FRAUD
1097,0,NORMAL
1098,0,NORMAL
1099,1,FRAUD
1100,0,NORMAL
1101,0,NORMAL
1102,0,NORMAL
1103,0,NORMAL
1104,1,FRAUD
1105,0,NORMAL
1106,1,FRAUD
1107,1,FRAUD
1108,1,FRAUD
1109,0,NORMAL
1110,0,NORMAL
1111,1,FRAUD
1112,0,NORMAL
1113,1,FRAUD
1114,0,NORMAL
1115,1,FRAUD
1116,1,FRAUD
1117,1,FRAUD
1118,1,FRAUD
1119,0,NORMAL
1120,1,FRAUD
1121,1,FRAUD
1122,1,FRAUD
1123,0,NORMAL
1124,0,NORMAL
1125,1,FRAUD
1126,1,FRAUD
1127,0,NORMAL
1128,0,NORMAL
1129,0,NORMAL
1130,1,FRAUD
1131,1,FRAUD
1132,0,NORMAL
1133,1,FRAUD
1134,0,NORMAL
1135,1,FRAUD
1136,1,FRAUD
1137,1,FRAUD
1138,0,NORMAL
1139,1,FRAUD
1140,0,NORMAL
1141,0,NORMAL
1142,1,FRAUD
1143,0,NORMAL
1144,0,NORMAL
1145,0,NORMAL
1146,1,FRAUD
1147,1,FRAUD
1148,0,NORMAL
1149,0,NORMAL
1150,0,NORMAL
1151,1,FRAUD
1152,1,FRAUD
1153,1,FRAUD
1154,1,FRAUD
1155,1,FRAUD
1156,1,FRAUD
1157,0,NORMAL
1158,0,NORMAL
1159,0,NORMAL
1160,1,FRAUD
1161,0,NORMAL
1162,0,NORMAL
1163,1,FRAUD
1164,1,FRAUD
1165,0,NORMAL
1166,0,NORMAL
1167,1,FRAUD
1168,0,NORMAL
1169,0,NORMAL
1170,0,NORMAL
1171,1,FRAUD
1172,0,NORMAL
1173,1,FRAUD
1174,1,FRAUD
1175,1,FRAUD
1176,0,NORMAL
1177,1,FRAUD
1178,1,FRAUD
1179,0,NORMAL
1180,1,FRAUD
1181,0,NORMAL
1182,1,FRAUD
1183,1,FRAUD
1184,0,NORMAL
1185,0,NORMAL
1186,0,NORMAL
1187,0,NORMAL
1188,1,FRAUD
1189,1,FRAUD
1190,1,FRAUD
1191,0,NORMAL
1192,1,FRAUD
1193,0,NORMAL
1194,1,FRAUD
1195,1,FRAUD
1196,0,NORMAL
1197,0,NORMAL
1198,1,FRAUD
1199,1,FRAUD
1200,1,FRAUD
1201,1,FRAUD
1202,1,FRAUD
1203,0,NORMAL
1204,0,NORMAL
1205,1,FRAUD
1206,1,FRAUD
1207,0,NORMAL
1208,0,NORMAL
1209,0,NORMAL
1210,0,NORMAL
1211,0,NORMAL
1212,0,NORMAL
1213,1,FRAUD
1214,1,FRAUD
1215,0,NORMAL
1216,0,NORMAL
1217,0,NORMAL
1218,0,NORMAL
1219,0,NORMAL
1220,1,FRAUD
1221,1,FRAUD
1222,1,FRAUD
1223,0,NORMAL
1224,1,FRAUD
1225,0,NORMAL
1226,0,NORMAL
1227,1,FRAUD
1228,0,NORMAL
1229,0,NORMAL
1230,0,NORMAL
1231,1,FRAUD
1232,1,FRAUD
1233,1,FRAUD
1234,0,NORMAL
1235,1,FRAUD
1236,1,FRAUD
1237,0,NORMAL
1238,1,FRAUD
1239,0,NORMAL
1240,1,FRAUD
1241,0,NORMAL
1242,1,FRAUD
1243,1,FRAUD
1244,0,NORMAL
1245,0,NORMAL
1246,1,FRAUD
1247,1,FRAUD
1248,1,FRAUD
1249,0,NORMAL
1250,0,NORMAL
1251,0,NORMAL
1252,0,NORMAL
1253,1,FRAUD
1254,0,NORMAL
1255,0,NORMAL
1256,0,NORMAL
1257,0,NORMAL
1258,1,FRAUD
1259,0,NORMAL
1260,0,NORMAL
1261,1,FRAUD
1262,1,FRAUD
1263,0,NORMAL
1264,0,NORMAL
1265,1,FRAUD
1266,0,NORMAL
1267,0,NORMAL
1268,0,NORMAL
1269,1,FRAUD
1270,0,NORMAL
1271,0,NORMAL
1272,1,FRAUD
1273,1,FRAUD
1274,0,NORMAL
1275,0,NORMAL
1276,0,NORMAL
1277,0,NORMAL
1278,0,NORMAL
1279,0,NORMAL
1280,0,NORMAL
1281,1,FRAUD
1282,1,FRAUD
1283,0,NORMAL
1284,0,NORMAL
1285,1,FRAUD
1286,1,FRAUD
1287,1,FRAUD
1288,0,NORMAL
1289,0,NORMAL
1290,0,NORMAL
1291,0,NORMAL
