Index,True_Label,Label_Text
1292,0,NORMAL
1293,0,NORMAL
1294,1,FRAUD
1295,0,NORMAL
1296,0,NORMAL
1297,0,NORMAL
1298,0,NORMAL
1299,1,FRAUD
1300,0,NORMAL
1301,0,NORMAL
1302,1,FRAUD
1303,0,NORMAL
1304,0,NORMAL
1305,1,FRAUD
1306,0,NORMAL
1307,1,FRAUD
1308,1,FRAUD
1309,0,NORMAL
1310,1,FRAUD
1311,1,FRAUD
1312,0,NORMAL
1313,0,NORMAL
1314,0,NORMAL
1315,1,FRAUD
1316,0,NORMAL
1317,0,NORMAL
1318,0,NORMAL
1319,1,FRAUD
1320,0,NORMAL
1321,0,NORMAL
1322,1,FRAUD
1323,1,FRAUD
1324,1,FRAUD
1325,1,FRAUD
1326,1,FRAUD
1327,0,NORMAL
1328,0,NORMAL
1329,0,NORMAL
1330,1,FRAUD
1331,1,FRAUD
1332,1,FRAUD
1333,0,NORMAL
1334,0,NORMAL
1335,1,FRAUD
1336,0,NORMAL
1337,0,NORMAL
1338,0,NORMAL
1339,1,FRAUD
1340,0,NORMAL
1341,1,FRAUD
1342,0,NORMAL
1343,0,NORMAL
1344,1,FRAUD
1345,1,FRAUD
1346,1,FRAUD
1347,1,FRAUD
1348,1,FRAUD
1349,1,FRAUD
1350,0,NORMAL
1351,0,NORMAL
1352,1,FRAUD
1353,0,NORMAL
1354,0,NORMAL
1355,0,NORMAL
1356,0,NORMAL
1357,0,NORMAL
1358,0,NORMAL
1359,1,FRAUD
1360,0,NORMAL
1361,0,NORMAL
1362,0,NORMAL
1363,0,NORMAL
1364,1,FRAUD
1365,0,NORMAL
1366,1,FRAUD
1367,1,FRAUD
1368,1,FRAUD
1369,1,FRAUD
1370,0,NORMAL
1371,0,NORMAL
1372,1,FRAUD
1373,0,NORMAL
1374,0,NORMAL
1375,1,FRAUD
1376,0,NORMAL
1377,1,FRAUD
1378,0,NORMAL
1379,1,FRAUD
1380,1,FRAUD
1381,0,NORMAL
1382,1,FRAUD
1383,0,NORMAL
1384,0,NORMAL
1385,0,NORMAL
1386,0,NORMAL
1387,1,FRAUD
1388,0,NORMAL
1389,0,NORMAL
1390,1,FRAUD
1391,1,FRAUD
1392,1,FRAUD
1393,0,NORMAL
1394,0,NORMAL
1395,0,NORMAL
1396,0,NORMAL
1397,0,NORMAL
1398,0,NORMAL
1399,1,FRAUD
1400,0,NORMAL
1401,0,NORMAL
1402,0,NORMAL
1403,1,FRAUD
1404,0,NORMAL
1405,0,NORMAL
1406,0,NORMAL
1407,0,NORMAL
1408,1,FRAUD
1409,0,NORMAL
1410,1,FRAUD
1411,1,FRAUD
1412,1,FRAUD
1413,1,FRAUD
1414,1,FRAUD
1415,1,FRAUD
1416,1,FRAUD
1417,1,FRAUD
1418,1,FRAUD
1419,0,NORMAL
1420,0,NORMAL
1421,1,FRAUD
1422,1,FRAUD
1423,1,FRAUD
1424,0,NORMAL
1425,0,NORMAL
1426,1,FRAUD
1427,1,FRAUD
1428,0,NORMAL
1429,0,NORMAL
1430,0,NORMAL
1431,0,NORMAL
1432,1,FRAUD
1433,0,NORMAL
1434,1,FRAUD
1435,0,NORMAL
1436,1,FRAUD
1437,0,NORMAL
1438,0,NORMAL
1439,0,NORMAL
1440,0,NORMAL
1441,0,NORMAL
1442,1,FRAUD
1443,1,FRAUD
1444,1,FRAUD
1445,1,FRAUD
1446,0,NORMAL
1447,1,FRAUD
1448,0,NORMAL
1449,0,NORMAL
1450,0,NORMAL
1451,0,NORMAL
1452,0,NORMAL
1453,1,FRAUD
1454,1,FRAUD
1455,0,NORMAL
1456,1,FRAUD
1457,1,FRAUD
1458,1,FRAUD
1459,0,NORMAL
1460,0,NORMAL
1461,0,NORMAL
1462,0,NORMAL
1463,0,NORMAL
1464,0,NORMAL
1465,1,FRAUD
1466,1,FRAUD
1467,1,FRAUD
1468,0,NORMAL
1469,1,FRAUD
1470,0,NORMAL
1471,1,FRAUD
1472,0,NORMAL
1473,1,FRAUD
1474,1,FRAUD
1475,1,FRAUD
1476,1,FRAUD
1477,0,NORMAL
1478,0,NORMAL
1479,0,NORMAL
1480,0,NORMAL
1481,0,NORMAL
1482,0,NORMAL
1483,0,NORMAL
1484,0,NORMAL
1485,1,FRAUD
1486,0,NORMAL
1487,0,NORMAL
1488,0,NORMAL
1489,0,NORMAL
1490,1,FRAUD
1491,0,NORMAL
1492,0,NORMAL
1493,1,FRAUD
1494,1,FRAUD
1495,1,FRAUD
1496,0,NORMAL
1497,1,FRAUD
1498,0,NORMAL
1499,0,NORMAL
1500,0,NORMAL
1501,1,FRAUD
1502,0,NORMAL
1503,1,FRAUD
1504,0,NORMAL
1505,1,FRAUD
1506,0,NORMAL
1507,0,NORMAL
1508,0,NORMAL
1509,0,NORMAL
1510,1,FRAUD
1511,1,FRAUD
1512,0,NORMAL
1513,1,FRAUD
1514,1,FRAUD
1515,0,NORMAL
1516,1,FRAUD
1517,1,FRAUD
1518,0,NORMAL
1519,1,FRAUD
1520,0,NORMAL
1521,0,NORMAL
1522,0,NORMAL
1523,0,NORMAL
1524,1,FRAUD
1525,0,NORMAL
1526,0,NORMAL
1527,0,NORMAL
1528,0,NORMAL
1529,0,NORMAL
1530,1,FRAUD
1531,1,FRAUD
1532,0,NORMAL
1533,1,FRAUD
1534,1,FRAUD
1535,1,FRAUD
1536,0,NORMAL
1537,1,FRAUD
1538,0,NORMAL
1539,0,NORMAL
1540,0,NORMAL
1541,0,NORMAL
1542,0,NORMAL
1543,1,FRAUD
1544,1,FRAUD
1545,1,FRAUD
1546,0,NORMAL
1547,0,NORMAL
1548,1,FRAUD
1549,0,NORMAL
1550,0,NORMAL
1551,1,FRAUD
1552,0,NORMAL
1553,1,FRAUD
1554,0,NORMAL
1555,0,NORMAL
1556,1,FRAUD
1557,1,FRAUD
1558,0,NORMAL
1559,1,FRAUD
1560,1,FRAUD
1561,0,NORMAL
1562,0,NORMAL
1563,1,FRAUD
1564,1,FRAUD
1565,1,FRAUD
1566,0,NORMAL
1567,0,NORMAL
1568,0,NORMAL
1569,0,NORMAL
1570,0,NORMAL
1571,1,FRAUD
1572,0,NORMAL
1573,1,FRAUD
1574,1,FRAUD
1575,1,FRAUD
1576,0,NORMAL
1577,0,NORMAL
1578,0,NORMAL
1579,0,NORMAL
1580,0,NORMAL
1581,1,FRAUD
1582,0,NORMAL
1583,0,NORMAL
1584,0,NORMAL
1585,0,NORMAL
1586,0,NORMAL
1587,1,FRAUD
1588,0,NORMAL
1589,1,FRAUD
1590,0,NORMAL
1591,0,NORMAL
1592,1,FRAUD
1593,1,FRAUD
1594,0,NORMAL
1595,0,NORMAL
1596,1,FRAUD
1597,0,NORMAL
1598,0,NORMAL
1599,0,NORMAL
1600,0,NORMAL
1601,1,FRAUD
1602,1,FRAUD
1603,0,NORMAL
1604,1,FRAUD
1605,1,FRAUD
1606,1,FRAUD
1607,1,FRAUD
1608,1,FRAUD
1609,1,FRAUD
1610,0,NORMAL
1611,0,NORMAL
1612,0,NORMAL
1613,0,NORMAL
1614,0,NORMAL
1615,1,FRAUD
1616,0,NORMAL
1617,1,FRAUD
1618,0,NORMAL
1619,1,FRAUD
1620,1,FRAUD
1621,0,NORMAL
1622,0,NORMAL
1623,1,FRAUD
1624,0,NORMAL
1625,0,NORMAL
1626,1,FRAUD
1627,0,NORMAL
1628,0,NORMAL
1629,0,NORMAL
1630,1,FRAUD
1631,0,NORMAL
1632,0,NORMAL
1633,0,NORMAL
1634,0,NORMAL
1635,1,FRAUD
1636,1,FRAUD
1637,0,NORMAL
1638,1,FRAUD
1639,0,NORMAL
1640,0,NORMAL
1641,0,NORMAL
1642,1,FRAUD
1643,1,FRAUD
1644,1,FRAUD
1645,1,FRAUD
1646,1,FRAUD
1647,0,NORMAL
1648,1,FRAUD
1649,1,FRAUD
1650,1,FRAUD
1651,0,NORMAL
1652,0,NORMAL
1653,1,FRAUD
1654,0,NORMAL
1655,1,FRAUD
1656,1,FRAUD
1657,1,FRAUD
1658,1,FRAUD
1659,0,NORMAL
1660,0,NORMAL
1661,1,FRAUD
1662,0,NORMAL
1663,1,FRAUD
1664,1,FRAUD
1665,0,NORMAL
1666,1,FRAUD
1667,1,FRAUD
1668,1,FRAUD
1669,1,FRAUD
1670,0,NORMAL
1671,0,NORMAL
1672,1,FRAUD
1673,1,FRAUD
1674,1,FRAUD
1675,0,NORMAL
1676,0,NORMAL
1677,1,FRAUD
1678,0,NORMAL
1679,0,NORMAL
1680,0,NORMAL
1681,0,NORMAL
1682,1,FRAUD
1683,0,NORMAL
1684,0,NORMAL
1685,1,FRAUD
1686,1,FRAUD
1687,0,NORMAL
1688,1,FRAUD
1689,1,FRAUD
1690,0,NORMAL
1691,0,NORMAL
1692,0,NORMAL
1693,0,NORMAL
1694,0,NORMAL
1695,0,NORMAL
1696,1,FRAUD
1697,1,FRAUD
1698,1,FRAUD
1699,0,NORMAL
1700,1,FRAUD
1701,0,NORMAL
1702,1,FRAUD
1703,0,NORMAL
1704,1,FRAUD
1705,1,FRAUD
1706,0,NORMAL
1707,0,NORMAL
1708,0,NORMAL
1709,1,FRAUD
1710,0,NORMAL
1711,1,FRAUD
1712,0,NORMAL
1713,1,FRAUD
1714,0,NORMAL
1715,1,FRAUD
1716,0,NORMAL
1717,0,NORMAL
1718,0,NORMAL
1719,0,NORMAL
1720,0,NORMAL
1721,1,FRAUD
1722,0,NORMAL
1723,1,FRAUD
1724,0,NORMAL
1725,0,NORMAL
1726,0,NORMAL
1727,1,FRAUD
1728,1,FRAUD
1729,1,FRAUD
1730,0,NORMAL
1731,0,NORMAL
1732,0,NORMAL
1733,1,FRAUD
1734,0,NORMAL
1735,0,NORMAL
1736,1,FRAUD
1737,1,FRAUD
1738,0,NORMAL
1739,1,FRAUD
1740,0,NORMAL
1741,1,FRAUD
1742,1,FRAUD
1743,0,NORMAL
1744,1,FRAUD
1745,0,NORMAL
1746,0,NORMAL
1747,1,FRAUD
1748,1,FRAUD
1749,0,NORMAL
1750,0,NORMAL
1751,0,NORMAL
1752,1,FRAUD
1753,0,NORMAL
1754,1,FRAUD
1755,0,NORMAL
1756,0,NORMAL
1757,0,NORMAL
1758,0,NORMAL
1759,1,FRAUD
1760,1,FRAUD
1761,0,NORMAL
1762,0,NORMAL
1763,1,FRAUD
1764,1,FRAUD
1765,0,NORMAL
1766,0,NORMAL
1767,1,FRAUD
1768,1,FRAUD
1769,0,NORMAL
1770,1,FRAUD
1771,0,NORMAL
1772,0,NORMAL
1773,0,NORMAL
1774,1,FRAUD
1775,1,FRAUD
1776,0,NORMAL
1777,0,NORMAL
1778,1,FRAUD
1779,1,FRAUD
1780,1,FRAUD
1781,0,NORMAL
1782,1,FRAUD
1783,0,NORMAL
1784,1,FRAUD
1785,0,NORMAL
1786,1,FRAUD
1787,1,FRAUD
1788,1,FRAUD
1789,0,NORMAL
1790,0,NORMAL
1791,1,FRAUD
1792,1,FRAUD
1793,1,FRAUD
1794,0,NORMAL
1795,0,NORMAL
1796,0,NORMAL
1797,0,NORMAL
1798,1,FRAUD
1799,1,FRAUD
1800,0,NORMAL
1801,0,NORMAL
1802,0,NORMAL
1803,1,FRAUD
1804,1,FRAUD
1805,0,NORMAL
1806,1,FRAUD
1807,0,NORMAL
1808,0,NORMAL
1809,1,FRAUD
1810,0,NORMAL
1811,1,FRAUD
1812,0,NORMAL
1813,1,FRAUD
1814,0,NORMAL
1815,0,NORMAL
1816,1,FRAUD
1817,0,NORMAL
1818,1,FRAUD
1819,0,NORMAL
1820,0,NORMAL
1821,0,NORMAL
1822,1,FRAUD
1823,0,NORMAL
1824,1,FRAUD
1825,0,NORMAL
1826,1,FRAUD
1827,0,NORMAL
1828,1,FRAUD
1829,1,FRAUD
1830,1,FRAUD
1831,0,NORMAL
1832,1,FRAUD
1833,0,NORMAL
1834,1,FRAUD
1835,0,NORMAL
1836,1,FRAUD
1837,1,FRAUD
1838,0,NORMAL
1839,0,NORMAL
1840,1,FRAUD
1841,1,FRAUD
1842,1,FRAUD
1843,0,NORMAL
1844,0,NORMAL
1845,0,NORMAL
1846,0,NORMAL
1847,0,NORMAL
1848,1,FRAUD
1849,1,FRAUD
1850,1,FRAUD
1851,1,FRAUD
1852,0,NORMAL
1853,0,NORMAL
1854,0,NORMAL
1855,0,NORMAL
1856,1,FRAUD
1857,1,FRAUD
1858,1,FRAUD
1859,0,NORMAL
1860,1,FRAUD
1861,0,NORMAL
1862,0,NORMAL
1863,1,FRAUD
1864,0,NORMAL
1865,1,FRAUD
1866,0,NORMAL
1867,0,NORMAL
1868,0,NORMAL
1869,1,FRAUD
1870,1,FRAUD
1871,1,FRAUD
1872,0,NORMAL
1873,1,FRAUD
1874,0,NORMAL
1875,1,FRAUD
1876,0,NORMAL
1877,1,FRAUD
1878,0,NORMAL
1879,1,FRAUD
1880,1,FRAUD
1881,0,NORMAL
1882,0,NORMAL
1883,0,NORMAL
1884,1,FRAUD
1885,1,FRAUD
1886,1,FRAUD
1887,0,NORMAL
1888,0,NORMAL
1889,0,NORMAL
1890,0,NORMAL
1891,0,NORMAL
1892,0,NORMAL
1893,0,NORMAL
1894,0,NORMAL
1895,0,NORMAL
1896,0,NORMAL
1897,1,FRAUD
1898,1,FRAUD
1899,0,NORMAL
1900,1,FRAUD
1901,1,FRAUD
1902,1,FRAUD
1903,0,NORMAL
1904,1,FRAUD
1905,1,FRAUD
1906,1,FRAUD
1907,0,NORMAL
1908,1,FRAUD
1909,1,FRAUD
1910,0,NORMAL
1911,1,FRAUD
1912,0,NORMAL
1913,1,FRAUD
1914,1,FRAUD
1915,0,NORMAL
1916,0,NORMAL
1917,0,NORMAL
1918,1,FRAUD
1919,0,NORMAL
1920,0,NORMAL
1921,0,NORMAL
1922,1,FRAUD
1923,1,FRAUD
1924,0,NORMAL
1925,0,NORMAL
1926,0,NORMAL
1927,0,NORMAL
1928,0,NORMAL
1929,0,NORMAL
1930,0,NORMAL
1931,0,NORMAL
1932,0,NORMAL
1933,1,FRAUD
1934,0,NORMAL
1935,1,FRAUD
1936,1,FRAUD
1937,0,NORMAL
1938,1,FRAUD
1939,0,NORMAL
1940,0,NORMAL
1941,0,NORMAL
1942,1,FRAUD
1943,0,NORMAL
1944,0,NORMAL
1945,1,FRAUD
1946,0,NORMAL
1947,0,NORMAL
1948,1,FRAUD
1949,1,FRAUD
1950,0,NORMAL
1951,1,FRAUD
1952,0,NORMAL
1953,1,FRAUD
1954,0,NORMAL
1955,0,NORMAL
1956,0,NORMAL
1957,1,FRAUD
1958,0,NORMAL
1959,0,NORMAL
1960,1,FRAUD
1961,0,NORMAL
1962,0,NORMAL
1963,1,FRAUD
1964,1,FRAUD
1965,0,NORMAL
1966,1,FRAUD
1967,1,FRAUD
1968,0,NORMAL
1969,1,FRAUD
1970,1,FRAUD
1971,1,FRAUD
1972,0,NORMAL
1973,0,NORMAL
1974,0,NORMAL
1975,1,FRAUD
1976,0,NORMAL
1977,0,NORMAL
1978,0,NORMAL
1979,0,NORMAL
1980,0,NORMAL
1981,0,NORMAL
1982,0,NORMAL
1983,0,NORMAL
1984,0,NORMAL
1985,0,NORMAL
1986,1,FRAUD
1987,0,NORMAL
1988,0,NORMAL
1989,0,NORMAL
1990,1,FRAUD
1991,1,FRAUD
1992,1,FRAUD
1993,1,FRAUD
1994,0,NORMAL
1995,1,FRAUD
1996,1,FRAUD
1997,1,FRAUD
1998,0,NORMAL
1999,1,FRAUD
2000,0,NORMAL
2001,0,NORMAL
2002,0,NORMAL
2003,1,FRAUD
2004,1,FRAUD
2005,1,FRAUD
2006,0,NORMAL
2007,1,FRAUD
2008,1,FRAUD
2009,1,FRAUD
2010,1,FRAUD
2011,0,NORMAL
2012,1,FRAUD
2013,0,NORMAL
2014,0,NORMAL
2015,1,FRAUD
2016,1,FRAUD
2017,0,NORMAL
2018,0,NORMAL
2019,1,FRAUD
2020,1,FRAUD
2021,0,NORMAL
2022,0,NORMAL
2023,0,NORMAL
2024,0,NORMAL
2025,1,FRAUD
2026,0,NORMAL
2027,0,NORMAL
2028,1,FRAUD
2029,0,NORMAL
2030,1,FRAUD
2031,1,FRAUD
2032,0,NORMAL
2033,0,NORMAL
2034,0,NORMAL
2035,0,NORMAL
2036,1,FRAUD
2037,1,FRAUD
2038,1,FRAUD
2039,0,NORMAL
2040,0,NORMAL
2041,0,NORMAL
2042,1,FRAUD
2043,0,NORMAL
2044,0,NORMAL
2045,0,NORMAL
2046,0,NORMAL
2047,1,FRAUD
2048,0,NORMAL
2049,1,FRAUD
2050,1,FRAUD
2051,1,FRAUD
2052,0,NORMAL
2053,1,FRAUD
2054,1,FRAUD
2055,0,NORMAL
2056,0,NORMAL
2057,0,NORMAL
2058,1,FRAUD
2059,1,FRAUD
2060,0,NORMAL
2061,0,NORMAL
2062,1,FRAUD
2063,0,NORMAL
2064,0,NORMAL
2065,1,FRAUD
2066,0,NORMAL
2067,0,NORMAL
2068,1,FRAUD
2069,0,NORMAL
2070,1,FRAUD
2071,0,NORMAL
2072,0,NORMAL
2073,0,NORMAL
2074,1,FRAUD
2075,1,FRAUD
2076,0,NORMAL
2077,0,NORMAL
2078,1,FRAUD
2079,1,FRAUD
2080,0,NORMAL
2081,0,NORMAL
2082,1,FRAUD
2083,1,FRAUD
2084,1,FRAUD
2085,1,FRAUD
2086,1,FRAUD
2087,1,FRAUD
2088,0,NORMAL
2089,0,NORMAL
2090,1,FRAUD
2091,1,FRAUD
2092,1,FRAUD
2093,1,FRAUD
2094,1,FRAUD
2095,0,NORMAL
2096,0,NORMAL
2097,0,NORMAL
2098,0,NORMAL
2099,0,NORMAL
2100,1,FRAUD
2101,0,NORMAL
2102,1,FRAUD
2103,0,NORMAL
2104,1,FRAUD
2105,1,FRAUD
2106,0,NORMAL
2107,1,FRAUD
2108,0,NORMAL
2109,1,FRAUD
2110,1,FRAUD
2111,0,NORMAL
2112,1,FRAUD
2113,0,NORMAL
2114,0,NORMAL
2115,0,NORMAL
2116,0,NORMAL
2117,1,FRAUD
2118,0,NORMAL
2119,0,NORMAL
2120,0,NORMAL
2121,0,NORMAL
2122,1,FRAUD
2123,0,NORMAL
2124,0,NORMAL
2125,0,NORMAL
2126,0,NORMAL
2127,0,NORMAL
2128,1,FRAUD
2129,0,NORMAL
2130,0,NORMAL
2131,0,NORMAL
2132,1,FRAUD
2133,0,NORMAL
2134,0,NORMAL
2135,0,NORMAL
2136,1,FRAUD
2137,0,NORMAL
2138,1,FRAUD
2139,1,FRAUD
2140,0,NORMAL
2141,1,FRAUD
2142,1,FRAUD
2143,1,FRAUD
2144,1,FRAUD
2145,1,FRAUD
2146,0,NORMAL
2147,1,FRAUD
2148,1,FRAUD
2149,1,FRAUD
2150,1,FRAUD
2151,0,NORMAL
2152,1,FRAUD
2153,1,FRAUD
2154,0,NORMAL
2155,0,NORMAL
2156,0,NORMAL
2157,0,NORMAL
2158,1,FRAUD
2159,1,FRAUD
2160,1,FRAUD
2161,0,NORMAL
2162,1,FRAUD
2163,0,NORMAL
2164,1,FRAUD
2165,1,FRAUD
2166,1,FRAUD
2167,1,FRAUD
2168,0,NORMAL
2169,1,FRAUD
2170,0,NORMAL
2171,1,FRAUD
2172,0,NORMAL
2173,0,NORMAL
2174,1,FRAUD
2175,1,FRAUD
2176,0,NORMAL
2177,1,FRAUD
2178,0,NORMAL
2179,0,NORMAL
2180,0,NORMAL
2181,1,FRAUD
2182,0,NORMAL
2183,1,FRAUD
2184,0,NORMAL
2185,0,NORMAL
2186,1,FRAUD
2187,1,FRAUD
2188,1,FRAUD
2189,0,NORMAL
2190,1,FRAUD
2191,0,NORMAL
2192,1,FRAUD
2193,1,FRAUD
2194,1,FRAUD
2195,0,NORMAL
2196,0,NORMAL
2197,0,NORMAL
2198,0,NORMAL
2199,0,NORMAL
2200,1,FRAUD
2201,1,FRAUD
2202,0,NORMAL
2203,1,FRAUD
2204,1,FRAUD
2205,1,FRAUD
2206,0,NORMAL
2207,1,FRAUD
2208,0,NORMAL
2209,0,NORMAL
2210,1,FRAUD
2211,0,NORMAL
2212,0,NORMAL
2213,1,FRAUD
2214,0,NORMAL
2215,1,FRAUD
2216,0,NORMAL
2217,0,NORMAL
2218,1,FRAUD
2219,1,FRAUD
2220,0,NORMAL
2221,1,FRAUD
2222,0,NORMAL
2223,1,FRAUD
2224,0,NORMAL
2225,0,NORMAL
2226,0,NORMAL
2227,1,FRAUD
2228,0,NORMAL
2229,0,NORMAL
2230,0,NORMAL
2231,0,NORMAL
2232,0,NORMAL
2233,1,FRAUD
2234,1,FRAUD
2235,1,FRAUD
2236,1,FRAUD
2237,1,FRAUD
2238,1,FRAUD
2239,0,NORMAL
2240,1,FRAUD
2241,0,NORMAL
2242,0,NORMAL
2243,0,NORMAL
2244,1,FRAUD
2245,1,FRAUD
2246,1,FRAUD
2247,0,NORMAL
2248,1,FRAUD
2249,0,NORMAL
2250,1,FRAUD
2251,0,NORMAL
2252,1,FRAUD
2253,1,FRAUD
2254,1,FRAUD
2255,1,FRAUD
2256,0,NORMAL
2257,0,NORMAL
2258,1,FRAUD
2259,1,FRAUD
2260,1,FRAUD
2261,1,FRAUD
2262,1,FRAUD
2263,1,FRAUD
2264,1,FRAUD
2265,0,NORMAL
2266,0,NORMAL
2267,0,NORMAL
2268,1,FRAUD
2269,1,FRAUD
2270,0,NORMAL
2271,0,NORMAL
2272,1,FRAUD
2273,0,NORMAL
2274,0,NORMAL
2275,1,FRAUD
2276,1,FRAUD
2277,0,NORMAL
2278,1,FRAUD
2279,0,NORMAL
2280,0,NORMAL
2281,1,FRAUD
2282,1,FRAUD
2283,1,FRAUD
2284,0,NORMAL
2285,0,NORMAL
2286,0,NORMAL
2287,0,NORMAL
2288,0,NORMAL
2289,1,FRAUD
2290,0,NORMAL
2291,1,FRAUD
2292,1,FRAUD
2293,0,NORMAL
2294,0,NORMAL
2295,0,NORMAL
2296,0,NORMAL
2297,0,NORMAL
2298,0,NORMAL
2299,0,NORMAL
2300,0,NORMAL
2301,0,NORMAL
2302,0,NORMAL
2303,1,FRAUD
2304,0,NORMAL
2305,1,FRAUD
2306,0,NORMAL
2307,0,NORMAL
2308,1,FRAUD
2309,0,NORMAL
2310,0,NORMAL
2311,0,NORMAL
2312,0,NORMAL
2313,0,NORMAL
2314,0,NORMAL
2315,0,NORMAL
2316,1,FRAUD
2317,1,FRAUD
2318,0,NORMAL
2319,1,FRAUD
2320,1,FRAUD
2321,0,NORMAL
2322,0,NORMAL
2323,0,NORMAL
2324,0,NORMAL
2325,0,NORMAL
2326,1,FRAUD
2327,1,FRAUD
2328,0,NORMAL
2329,0,NORMAL
2330,1,FRAUD
2331,1,FRAUD
2332,0,NORMAL
2333,0,NORMAL
2334,1,FRAUD
2335,1,FRAUD
2336,1,FRAUD
2337,1,FRAUD
2338,0,NORMAL
2339,0,NORMAL
2340,0,NORMAL
2341,1,FRAUD
2342,1,FRAUD
2343,1,FRAUD
2344,0,NORMAL
2345,0,NORMAL
2346,0,NORMAL
2347,1,FRAUD
2348,1,FRAUD
2349,1,FRAUD
2350,1,FRAUD
2351,0,NORMAL
2352,0,NORMAL
2353,1,FRAUD
2354,0,NORMAL
2355,0,NORMAL
2356,0,NORMAL
2357,0,NORMAL
2358,0,NORMAL
2359,1,FRAUD
2360,0,NORMAL
2361,1,FRAUD
2362,0,NORMAL
2363,1,FRAUD
2364,1,FRAUD
2365,1,FRAUD
2366,1,FRAUD
2367,0,NORMAL
2368,0,NORMAL
2369,1,FRAUD
2370,1,FRAUD
2371,1,FRAUD
2372,0,NORMAL
2373,0,NORMAL
2374,0,NORMAL
2375,1,FRAUD
2376,0,NORMAL
2377,1,FRAUD
2378,0,NORMAL
2379,0,NORMAL
2380,0,NORMAL
2381,0,NORMAL
2382,0,NORMAL
2383,0,NORMAL
2384,1,FRAUD
2385,0,NORMAL
2386,1,FRAUD
2387,0,NORMAL
2388,0,NORMAL
2389,1,FRAUD
2390,1,FRAUD
2391,1,FRAUD
2392,0,NORMAL
2393,1,FRAUD
2394,0,NORMAL
2395,0,NORMAL
2396,1,FRAUD
2397,1,FRAUD
2398,0,NORMAL
2399,0,NORMAL
2400,1,FRAUD
2401,1,FRAUD
2402,1,FRAUD
2403,1,FRAUD
2404,1,FRAUD
2405,1,FRAUD
2406,1,FRAUD
2407,1,FRAUD
2408,1,FRAUD
2409,0,NORMAL
2410,1,FRAUD
2411,1,FRAUD
2412,0,NORMAL
2413,0,NORMAL
2414,0,NORMAL
2415,0,NORMAL
2416,1,FRAUD
2417,1,FRAUD
2418,1,FRAUD
2419,0,NORMAL
2420,0,NORMAL
2421,0,NORMAL
2422,0,NORMAL
2423,0,NORMAL
2424,1,FRAUD
2425,1,FRAUD
2426,1,FRAUD
2427,1,FRAUD
2428,0,NORMAL
2429,0,NORMAL
2430,0,NORMAL
2431,1,FRAUD
2432,0,NORMAL
2433,0,NORMAL
2434,1,FRAUD
2435,0,NORMAL
2436,1,FRAUD
2437,1,FRAUD
2438,0,NORMAL
2439,1,FRAUD
2440,0,NORMAL
2441,1,FRAUD
2442,0,NORMAL
2443,0,NORMAL
2444,1,FRAUD
2445,1,FRAUD
2446,0,NORMAL
2447,1,FRAUD
2448,0,NORMAL
2449,0,NORMAL
2450,1,FRAUD
2451,1,FRAUD
2452,0,NORMAL
2453,1,FRAUD
2454,1,FRAUD
2455,1,FRAUD
2456,0,NORMAL
2457,1,FRAUD
2458,1,FRAUD
2459,1,FRAUD
2460,0,NORMAL
2461,0,NORMAL
2462,1,FRAUD
2463,1,FRAUD
2464,0,NORMAL
2465,0,NORMAL
2466,0,NORMAL
2467,0,NORMAL
2468,0,NORMAL
2469,0,NORMAL
2470,1,FRAUD
2471,0,NORMAL
2472,1,FRAUD
2473,0,NORMAL
2474,0,NORMAL
2475,0,NORMAL
2476,0,NORMAL
2477,1,FRAUD
2478,0,NORMAL
2479,1,FRAUD
2480,0,NORMAL
2481,0,NORMAL
2482,0,NORMAL
2483,1,FRAUD
2484,0,NORMAL
2485,0,NORMAL
2486,0,NORMAL
2487,0,NORMAL
2488,0,NORMAL
2489,1,FRAUD
2490,0,NORMAL
2491,0,NORMAL
2492,0,NORMAL
2493,1,FRAUD
2494,0,NORMAL
2495,1,FRAUD
2496,0,NORMAL
2497,1,FRAUD
2498,0,NORMAL
2499,0,NORMAL
2500,0,NORMAL
2501,1,FRAUD
